Area Code	Cogs	Difference Between Actual and Target Profit	Date	Inventory	Margin	Market Size	Market	Marketing	记录数	Product Line	Product Type	Product	Profit	Sales	State	Target COGS	Target Margin	Target Profit	Target Sales	Total Expenses	Type
203	24	-13	2013-10-01 00:00:00.000	806	36	"Small Market"	"East"	6	1	"Leaves"	"Tea"	"Green Tea"	27	64	"Connecticut"	20	40	40	60	18	"Regular"
603	0	7	2013-10-01 00:00:00.000	430	43	"Small Market"	"East"	0	1	"Leaves"	"Tea"	"Green Tea"	47	46	"New Hampshire"	0	40	40	40	11	"Regular"
435	45	-29	2013-10-01 00:00:00.000	320	64	"Small Market"	"West"	41	1	"Leaves"	"Tea"	"Darjeeling"	-9	116	"Utah"	10	40	20	50	70	"Regular"
206	60	-10	2013-10-01 00:00:00.000	606	84	"Small Market"	"West"	54	1	"Leaves"	"Tea"	"Green Tea"	0	153	"Washington"	20	40	10	60	84	"Regular"
440	32	13	2013-11-01 00:00:00.000	482	48	"Major Market"	"Central"	8	1	"Leaves"	"Herbal Tea"	"Chamomile"	43	85	"Ohio"	30	40	30	70	19	"Decaf"
561	54	9	2013-11-01 00:00:00.000	391	67	"Major Market"	"East"	20	1	"Leaves"	"Herbal Tea"	"Lemon"	19	129	"Florida"	40	40	10	80	54	"Decaf"
920	22	-14	2013-11-01 00:00:00.000	570	30	"Small Market"	"Central"	7	1	"Beans"	"Espresso"	"Decaf Espresso"	16	55	"Wisconsin"	20	40	30	60	19	"Decaf"
505	35	-8	2013-11-01 00:00:00.000	248	47	"Small Market"	"South"	11	1	"Beans"	"Espresso"	"Decaf Espresso"	12	87	"New Mexico"	20	40	20	60	39	"Decaf"
702	29	-13	2013-11-01 00:00:00.000	1003	35	"Small Market"	"West"	8	1	"Beans"	"Coffee"	"Decaf Irish Cream"	7	68	"Nevada"	30	40	20	70	30	"Decaf"
515	29	-13	2013-11-01 00:00:00.000	1003	35	"Small Market"	"Central"	8	1	"Beans"	"Coffee"	"Colombian"	7	68	"Iowa"	20	40	20	60	30	"Regular"
603	34	-4	2013-11-01 00:00:00.000	211	42	"Small Market"	"East"	12	1	"Beans"	"Espresso"	"Regular Espresso"	-4	81	"New Hampshire"	30	40	0	70	45	"Regular"
580	32	13	2013-11-01 00:00:00.000	482	48	"Small Market"	"South"	8	1	"Beans"	"Espresso"	"Caffe Mocha"	43	85	"Oklahoma"	20	40	30	60	19	"Regular"
775	0	16	2013-11-01 00:00:00.000	387	43	"Small Market"	"West"	0	1	"Beans"	"Espresso"	"Caffe Latte"	46	46	"Nevada"	0	40	30	40	12	"Regular"
435	33	10	2013-11-01 00:00:00.000	836	48	"Small Market"	"West"	9	1	"Beans"	"Espresso"	"Caffe Latte"	40	86	"Utah"	30	40	30	70	21	"Regular"
314	82	-13	2013-11-01 00:00:00.000	1804	40	"Small Market"	"Central"	25	1	"Leaves"	"Herbal Tea"	"Lemon"	-13	130	"Missouri"	70	40	0	110	49	"Decaf"
435	82	-12	2013-11-01 00:00:00.000	1804	40	"Small Market"	"West"	25	1	"Leaves"	"Herbal Tea"	"Mint"	-12	130	"Utah"	70	40	0	110	48	"Decaf"
636	35	3	2013-11-01 00:00:00.000	248	47	"Small Market"	"Central"	11	1	"Leaves"	"Tea"	"Darjeeling"	13	87	"Missouri"	20	40	10	60	38	"Regular"
573	34	-4	2013-11-01 00:00:00.000	211	42	"Small Market"	"Central"	12	1	"Leaves"	"Tea"	"Earl Grey"	-4	81	"Missouri"	20	40	0	60	45	"Regular"
314	33	-6	2013-11-01 00:00:00.000	243	41	"Small Market"	"Central"	12	1	"Leaves"	"Tea"	"Green Tea"	-6	79	"Missouri"	20	40	0	60	45	"Regular"
603	0	17	2013-11-01 00:00:00.000	387	43	"Small Market"	"East"	0	1	"Leaves"	"Tea"	"Green Tea"	47	46	"New Hampshire"	0	40	30	40	11	"Regular"
435	44	0	2013-11-01 00:00:00.000	325	62	"Small Market"	"West"	40	1	"Leaves"	"Tea"	"Darjeeling"	-10	113	"Utah"	30	40	-10	70	69	"Regular"
614	29	7	2013-12-01 00:00:00.000	490	44	"Major Market"	"Central"	8	1	"Leaves"	"Herbal Tea"	"Chamomile"	37	78	"Ohio"	20	40	30	60	19	"Decaf"
440	33	13	2013-12-01 00:00:00.000	870	49	"Major Market"	"Central"	9	1	"Leaves"	"Herbal Tea"	"Lemon"	43	87	"Ohio"	30	40	30	70	20	"Decaf"
774	46	0	2013-12-01 00:00:00.000	422	57	"Major Market"	"East"	17	1	"Leaves"	"Herbal Tea"	"Lemon"	10	110	"Massachusetts"	30	40	10	70	50	"Decaf"
321	30	9	2013-12-01 00:00:00.000	882	45	"Major Market"	"East"	8	1	"Leaves"	"Tea"	"Darjeeling"	39	80	"Florida"	30	40	30	70	19	"Regular"
774	29	7	2013-12-01 00:00:00.000	490	44	"Major Market"	"East"	8	1	"Leaves"	"Tea"	"Green Tea"	37	78	"Massachusetts"	30	40	30	70	19	"Regular"
608	24	-11	2013-12-01 00:00:00.000	567	32	"Small Market"	"Central"	7	1	"Beans"	"Espresso"	"Decaf Espresso"	19	60	"Wisconsin"	30	40	30	70	19	"Decaf"
775	0	16	2013-12-01 00:00:00.000	344	43	"Small Market"	"West"	0	1	"Beans"	"Espresso"	"Caffe Latte"	46	46	"Nevada"	0	40	30	40	12	"Regular"
435	31	9	2013-12-01 00:00:00.000	844	46	"Small Market"	"West"	8	1	"Beans"	"Espresso"	"Caffe Latte"	39	82	"Utah"	30	40	30	70	20	"Regular"
715	34	15	2013-12-01 00:00:00.000	863	51	"Small Market"	"Central"	9	1	"Leaves"	"Herbal Tea"	"Lemon"	45	91	"Wisconsin"	30	40	30	70	21	"Decaf"
603	39	-7	2013-12-01 00:00:00.000	250	49	"Small Market"	"East"	14	1	"Leaves"	"Herbal Tea"	"Lemon"	3	94	"New Hampshire"	20	40	10	60	47	"Decaf"
505	31	-10	2013-12-01 00:00:00.000	1009	38	"Small Market"	"South"	9	1	"Leaves"	"Herbal Tea"	"Lemon"	10	74	"New Mexico"	20	40	20	60	31	"Decaf"
314	38	6	2013-12-01 00:00:00.000	256	51	"Small Market"	"Central"	12	1	"Leaves"	"Tea"	"Darjeeling"	16	95	"Missouri"	30	40	10	70	40	"Regular"
660	39	3	2013-12-01 00:00:00.000	250	49	"Small Market"	"Central"	14	1	"Leaves"	"Tea"	"Green Tea"	3	94	"Missouri"	30	40	0	70	47	"Regular"
603	0	17	2013-12-01 00:00:00.000	344	43	"Small Market"	"East"	0	1	"Leaves"	"Tea"	"Green Tea"	47	46	"New Hampshire"	0	40	30	40	11	"Regular"
253	41	25	2013-12-01 00:00:00.000	320	66	"Small Market"	"West"	12	1	"Leaves"	"Tea"	"Darjeeling"	45	114	"Washington"	30	40	20	70	36	"Regular"
435	38	8	2013-12-01 00:00:00.000	256	51	"Small Market"	"West"	12	1	"Leaves"	"Tea"	"Earl Grey"	18	95	"Utah"	20	40	10	60	39	"Regular"
253	43	22	2013-12-01 00:00:00.000	466	63	"Small Market"	"West"	13	1	"Leaves"	"Tea"	"Earl Grey"	42	113	"Washington"	30	40	20	70	35	"Regular"
216	51	-35	2012-10-01 00:00:00.000	503	71	"Major Market"	"Central"	46	1	"Beans"	"Coffee"	"Decaf Irish Cream"	-5	122	"Ohio"	40	70	30	110	76	"Decaf"
440	52	-34	2012-10-01 00:00:00.000	405	71	"Major Market"	"Central"	17	1	"Beans"	"Coffee"	"Amaretto"	26	123	"Ohio"	40	70	60	110	45	"Regular"
937	43	-32	2012-10-01 00:00:00.000	419	64	"Major Market"	"Central"	13	1	"Beans"	"Coffee"	"Colombian"	28	107	"Ohio"	30	70	60	100	36	"Regular"
774	51	-41	2012-10-01 00:00:00.000	542	65	"Major Market"	"East"	46	1	"Beans"	"Espresso"	"Caffe Mocha"	-11	116	"Massachusetts"	30	70	30	100	76	"Regular"
832	72	5	2012-10-01 00:00:00.000	-868	110	"Major Market"	"South"	23	1	"Beans"	"Espresso"	"Caffe Latte"	55	182	"Texas"	40	70	50	110	55	"Regular"
863	48	-14	2012-10-01 00:00:00.000	851	70	"Major Market"	"East"	13	1	"Leaves"	"Tea"	"Green Tea"	46	118	"Florida"	50	70	60	120	24	"Regular"
985	60	-12	2012-10-01 00:00:00.000	329	99	"Small Market"	"South"	18	1	"Beans"	"Espresso"	"Caffe Mocha"	58	159	"Louisiana"	30	70	70	100	41	"Regular"
971	52	-33	2012-10-01 00:00:00.000	405	71	"Small Market"	"West"	17	1	"Beans"	"Espresso"	"Caffe Mocha"	27	123	"Oregon"	30	70	60	100	44	"Regular"
253	56	-34	2012-10-01 00:00:00.000	385	70	"Small Market"	"West"	21	1	"Beans"	"Espresso"	"Caffe Mocha"	16	126	"Washington"	40	70	50	110	54	"Regular"
405	56	-34	2012-10-01 00:00:00.000	385	70	"Small Market"	"South"	21	1	"Leaves"	"Herbal Tea"	"Chamomile"	16	126	"Oklahoma"	40	70	50	110	54	"Decaf"
435	45	-37	2012-10-01 00:00:00.000	447	69	"Small Market"	"West"	14	1	"Leaves"	"Herbal Tea"	"Lemon"	23	114	"Utah"	20	70	60	90	46	"Decaf"
567	52	-13	2012-11-01 00:00:00.000	509	73	"Major Market"	"Central"	47	1	"Beans"	"Coffee"	"Decaf Irish Cream"	-3	125	"Ohio"	50	70	10	120	76	"Decaf"
614	46	-8	2012-11-01 00:00:00.000	424	68	"Major Market"	"Central"	14	1	"Beans"	"Coffee"	"Colombian"	32	114	"Ohio"	40	70	40	110	36	"Regular"
303	52	-14	2012-11-01 00:00:00.000	509	73	"Major Market"	"Central"	47	1	"Leaves"	"Herbal Tea"	"Lemon"	-4	125	"Colorado"	40	70	10	110	77	"Decaf"
720	59	-8	2012-11-01 00:00:00.000	411	79	"Major Market"	"Central"	19	1	"Leaves"	"Herbal Tea"	"Mint"	32	138	"Colorado"	50	70	40	120	47	"Decaf"
713	59	-8	2012-11-01 00:00:00.000	411	79	"Major Market"	"South"	19	1	"Leaves"	"Herbal Tea"	"Chamomile"	32	138	"Texas"	50	70	40	120	47	"Decaf"
718	50	-3	2012-11-01 00:00:00.000	589	73	"Major Market"	"East"	14	1	"Leaves"	"Tea"	"Green Tea"	47	123	"New York"	50	70	50	120	26	"Regular"
860	53	-14	2012-11-01 00:00:00.000	380	71	"Small Market"	"East"	17	1	"Beans"	"Espresso"	"Decaf Espresso"	26	124	"Connecticut"	50	70	40	120	45	"Decaf"
435	54	2	2012-11-01 00:00:00.000	885	78	"Small Market"	"West"	15	1	"Beans"	"Espresso"	"Decaf Espresso"	52	132	"Utah"	50	70	50	120	26	"Decaf"
505	43	-10	2012-11-01 00:00:00.000	452	66	"Small Market"	"South"	14	1	"Beans"	"Coffee"	"Colombian"	20	109	"New Mexico"	50	70	30	120	46	"Regular"
504	61	-9	2012-11-01 00:00:00.000	-906	86	"Small Market"	"South"	55	1	"Beans"	"Espresso"	"Caffe Latte"	1	147	"Louisiana"	40	70	10	110	85	"Regular"
541	55	-14	2012-11-01 00:00:00.000	410	69	"Small Market"	"West"	20	1	"Beans"	"Espresso"	"Caffe Latte"	16	124	"Oregon"	50	70	30	120	53	"Regular"
860	82	8	2012-11-01 00:00:00.000	601	102	"Small Market"	"East"	31	1	"Leaves"	"Herbal Tea"	"Lemon"	38	184	"Connecticut"	60	70	30	130	64	"Decaf"
715	61	2	2012-11-01 00:00:00.000	613	86	"Small Market"	"Central"	55	1	"Leaves"	"Tea"	"Earl Grey"	2	147	"Wisconsin"	50	70	0	120	84	"Regular"
425	53	-1	2012-11-01 00:00:00.000	321	88	"Small Market"	"West"	16	1	"Leaves"	"Tea"	"Darjeeling"	49	141	"Washington"	30	70	50	100	39	"Regular"
419	47	-16	2012-12-01 00:00:00.000	521	65	"Major Market"	"Central"	42	1	"Beans"	"Coffee"	"Decaf Irish Cream"	-6	112	"Ohio"	40	70	10	110	71	"Decaf"
513	54	-11	2012-12-01 00:00:00.000	424	73	"Major Market"	"Central"	17	1	"Beans"	"Coffee"	"Amaretto"	29	127	"Ohio"	50	70	40	120	44	"Regular"
512	67	17	2012-12-01 00:00:00.000	-1239	101	"Major Market"	"South"	22	1	"Beans"	"Espresso"	"Caffe Latte"	47	168	"Texas"	50	70	30	120	54	"Regular"
309	54	3	2012-12-01 00:00:00.000	601	79	"Major Market"	"Central"	15	1	"Leaves"	"Tea"	"Darjeeling"	53	133	"Illinois"	40	70	50	110	26	"Regular"
816	63	-4	2012-12-01 00:00:00.000	1075	76	"Small Market"	"Central"	19	1	"Beans"	"Coffee"	"Decaf Irish Cream"	36	139	"Missouri"	60	70	40	130	40	"Decaf"
959	49	-19	2012-12-01 00:00:00.000	392	65	"Small Market"	"East"	16	1	"Beans"	"Espresso"	"Decaf Espresso"	21	114	"Connecticut"	40	70	40	110	44	"Decaf"
435	50	-3	2012-12-01 00:00:00.000	898	73	"Small Market"	"West"	14	1	"Beans"	"Espresso"	"Decaf Espresso"	47	123	"Utah"	40	70	50	110	26	"Decaf"
603	52	-13	2012-12-01 00:00:00.000	327	75	"Small Market"	"East"	16	1	"Beans"	"Coffee"	"Amaretto"	37	127	"New Hampshire"	40	70	50	110	38	"Regular"
475	55	-12	2012-12-01 00:00:00.000	627	76	"Small Market"	"East"	49	1	"Beans"	"Espresso"	"Caffe Mocha"	-2	131	"Connecticut"	50	70	10	120	78	"Regular"
603	49	-14	2012-12-01 00:00:00.000	335	69	"Small Market"	"East"	44	1	"Beans"	"Espresso"	"Caffe Mocha"	-4	118	"New Hampshire"	40	70	10	110	73	"Regular"
503	41	-19	2012-12-01 00:00:00.000	482	57	"Small Market"	"West"	13	1	"Beans"	"Coffee"	"Colombian"	1	98	"Oregon"	40	70	20	110	56	"Regular"
503	54	-12	2012-12-01 00:00:00.000	424	73	"Small Market"	"West"	17	1	"Beans"	"Espresso"	"Caffe Mocha"	28	127	"Oregon"	50	70	40	120	45	"Regular"
405	65	2	2012-12-01 00:00:00.000	403	80	"Small Market"	"South"	24	1	"Leaves"	"Herbal Tea"	"Chamomile"	22	145	"Oklahoma"	60	70	20	130	58	"Decaf"
435	52	-4	2012-12-01 00:00:00.000	327	75	"Small Market"	"West"	16	1	"Leaves"	"Herbal Tea"	"Chamomile"	36	127	"Utah"	40	70	40	110	39	"Decaf"
801	48	-12	2012-12-01 00:00:00.000	462	74	"Small Market"	"West"	15	1	"Leaves"	"Herbal Tea"	"Lemon"	28	122	"Utah"	40	70	40	110	46	"Decaf"
425	49	-4	2012-12-01 00:00:00.000	845	71	"Small Market"	"West"	13	1	"Leaves"	"Herbal Tea"	"Lemon"	46	120	"Washington"	40	70	50	110	25	"Decaf"
860	50	-3	2012-12-01 00:00:00.000	898	73	"Small Market"	"East"	14	1	"Leaves"	"Tea"	"Darjeeling"	47	123	"Connecticut"	50	70	50	120	26	"Regular"
234	51	-37	2013-10-01 00:00:00.000	503	71	"Major Market"	"Central"	46	1	"Beans"	"Coffee"	"Decaf Irish Cream"	-7	130	"Ohio"	40	70	30	110	76	"Decaf"
614	52	-21	2013-10-01 00:00:00.000	405	71	"Major Market"	"Central"	17	1	"Beans"	"Coffee"	"Amaretto"	39	131	"Ohio"	40	70	60	110	45	"Regular"
937	43	-18	2013-10-01 00:00:00.000	419	64	"Major Market"	"Central"	13	1	"Beans"	"Coffee"	"Colombian"	42	114	"Ohio"	30	70	60	100	36	"Regular"
774	51	-46	2013-10-01 00:00:00.000	542	65	"Major Market"	"East"	46	1	"Beans"	"Espresso"	"Caffe Mocha"	-16	124	"Massachusetts"	30	70	30	100	76	"Regular"
682	72	32	2013-10-01 00:00:00.000	-868	110	"Major Market"	"South"	23	1	"Beans"	"Espresso"	"Caffe Latte"	82	194	"Texas"	40	70	50	110	55	"Regular"
772	48	8	2013-10-01 00:00:00.000	851	70	"Major Market"	"East"	13	1	"Leaves"	"Tea"	"Green Tea"	68	126	"Florida"	50	70	60	120	24	"Regular"
225	60	16	2013-10-01 00:00:00.000	329	99	"Small Market"	"South"	18	1	"Beans"	"Espresso"	"Caffe Mocha"	86	169	"Louisiana"	30	70	70	100	41	"Regular"
541	52	-20	2013-10-01 00:00:00.000	405	71	"Small Market"	"West"	17	1	"Beans"	"Espresso"	"Caffe Mocha"	40	131	"Oregon"	30	70	60	100	44	"Regular"
425	56	-26	2013-10-01 00:00:00.000	385	70	"Small Market"	"West"	21	1	"Beans"	"Espresso"	"Caffe Mocha"	24	134	"Washington"	40	70	50	110	54	"Regular"
580	56	-26	2013-10-01 00:00:00.000	385	70	"Small Market"	"South"	21	1	"Leaves"	"Herbal Tea"	"Chamomile"	24	134	"Oklahoma"	40	70	50	110	54	"Decaf"
435	45	-26	2013-10-01 00:00:00.000	447	69	"Small Market"	"West"	14	1	"Leaves"	"Herbal Tea"	"Lemon"	34	121	"Utah"	20	70	60	90	46	"Decaf"
614	52	-14	2013-11-01 00:00:00.000	509	73	"Major Market"	"Central"	47	1	"Beans"	"Coffee"	"Decaf Irish Cream"	-4	133	"Ohio"	50	70	10	120	76	"Decaf"
234	46	7	2013-11-01 00:00:00.000	424	68	"Major Market"	"Central"	14	1	"Beans"	"Coffee"	"Colombian"	47	121	"Ohio"	40	70	40	110	36	"Regular"
970	52	-16	2013-11-01 00:00:00.000	509	73	"Major Market"	"Central"	47	1	"Leaves"	"Herbal Tea"	"Lemon"	-6	133	"Colorado"	40	70	10	110	77	"Decaf"
970	59	7	2013-11-01 00:00:00.000	411	79	"Major Market"	"Central"	19	1	"Leaves"	"Herbal Tea"	"Mint"	47	147	"Colorado"	50	70	40	120	47	"Decaf"
936	59	7	2013-11-01 00:00:00.000	411	79	"Major Market"	"South"	19	1	"Leaves"	"Herbal Tea"	"Chamomile"	47	147	"Texas"	50	70	40	120	47	"Decaf"
914	50	20	2013-11-01 00:00:00.000	589	73	"Major Market"	"East"	14	1	"Leaves"	"Tea"	"Green Tea"	70	131	"New York"	50	70	50	120	26	"Regular"
203	53	-1	2013-11-01 00:00:00.000	380	71	"Small Market"	"East"	17	1	"Beans"	"Espresso"	"Decaf Espresso"	39	132	"Connecticut"	50	70	40	120	45	"Decaf"
435	54	27	2013-11-01 00:00:00.000	885	78	"Small Market"	"West"	15	1	"Beans"	"Espresso"	"Decaf Espresso"	77	141	"Utah"	50	70	50	120	26	"Decaf"
505	43	0	2013-11-01 00:00:00.000	452	66	"Small Market"	"South"	14	1	"Beans"	"Coffee"	"Colombian"	30	116	"New Mexico"	50	70	30	120	46	"Regular"
318	61	-9	2013-11-01 00:00:00.000	-906	86	"Small Market"	"South"	55	1	"Beans"	"Espresso"	"Caffe Latte"	1	157	"Louisiana"	40	70	10	110	85	"Regular"
503	55	-6	2013-11-01 00:00:00.000	410	69	"Small Market"	"West"	20	1	"Beans"	"Espresso"	"Caffe Latte"	24	132	"Oregon"	50	70	30	120	53	"Regular"
475	82	26	2013-11-01 00:00:00.000	601	102	"Small Market"	"East"	31	1	"Leaves"	"Herbal Tea"	"Lemon"	56	196	"Connecticut"	60	70	30	130	64	"Decaf"
715	61	3	2013-11-01 00:00:00.000	613	86	"Small Market"	"Central"	55	1	"Leaves"	"Tea"	"Earl Grey"	3	157	"Wisconsin"	50	70	0	120	84	"Regular"
509	53	23	2013-11-01 00:00:00.000	321	88	"Small Market"	"West"	16	1	"Leaves"	"Tea"	"Darjeeling"	73	150	"Washington"	30	70	50	100	39	"Regular"
513	47	-19	2013-12-01 00:00:00.000	521	65	"Major Market"	"Central"	42	1	"Beans"	"Coffee"	"Decaf Irish Cream"	-9	119	"Ohio"	40	70	10	110	71	"Decaf"
234	54	3	2013-12-01 00:00:00.000	424	73	"Major Market"	"Central"	17	1	"Beans"	"Coffee"	"Amaretto"	43	135	"Ohio"	50	70	40	120	44	"Regular"
361	67	40	2013-12-01 00:00:00.000	-1239	101	"Major Market"	"South"	22	1	"Beans"	"Espresso"	"Caffe Latte"	70	179	"Texas"	50	70	30	120	54	"Regular"
630	54	29	2013-12-01 00:00:00.000	601	79	"Major Market"	"Central"	15	1	"Leaves"	"Tea"	"Darjeeling"	79	142	"Illinois"	40	70	50	110	26	"Regular"
636	63	13	2013-12-01 00:00:00.000	1075	76	"Small Market"	"Central"	19	1	"Beans"	"Coffee"	"Decaf Irish Cream"	53	148	"Missouri"	60	70	40	130	40	"Decaf"
203	49	-9	2013-12-01 00:00:00.000	392	65	"Small Market"	"East"	16	1	"Beans"	"Espresso"	"Decaf Espresso"	31	121	"Connecticut"	40	70	40	110	44	"Decaf"
435	50	20	2013-12-01 00:00:00.000	898	73	"Small Market"	"West"	14	1	"Beans"	"Espresso"	"Decaf Espresso"	70	131	"Utah"	40	70	50	110	26	"Decaf"
603	52	5	2013-12-01 00:00:00.000	327	75	"Small Market"	"East"	16	1	"Beans"	"Coffee"	"Amaretto"	55	135	"New Hampshire"	40	70	50	110	38	"Regular"
203	55	-13	2013-12-01 00:00:00.000	627	76	"Small Market"	"East"	49	1	"Beans"	"Espresso"	"Caffe Mocha"	-3	140	"Connecticut"	50	70	10	120	78	"Regular"
603	49	-16	2013-12-01 00:00:00.000	335	69	"Small Market"	"East"	44	1	"Beans"	"Espresso"	"Caffe Mocha"	-6	126	"New Hampshire"	40	70	10	110	73	"Regular"
541	41	-19	2013-12-01 00:00:00.000	482	57	"Small Market"	"West"	13	1	"Beans"	"Coffee"	"Colombian"	1	104	"Oregon"	40	70	20	110	56	"Regular"
503	54	2	2013-12-01 00:00:00.000	424	73	"Small Market"	"West"	17	1	"Beans"	"Espresso"	"Caffe Mocha"	42	135	"Oregon"	50	70	40	120	45	"Regular"
405	65	13	2013-12-01 00:00:00.000	403	80	"Small Market"	"South"	24	1	"Leaves"	"Herbal Tea"	"Chamomile"	33	155	"Oklahoma"	60	70	20	130	58	"Decaf"
435	52	13	2013-12-01 00:00:00.000	327	75	"Small Market"	"West"	16	1	"Leaves"	"Herbal Tea"	"Chamomile"	53	135	"Utah"	40	70	40	110	39	"Decaf"
435	48	2	2013-12-01 00:00:00.000	462	74	"Small Market"	"West"	15	1	"Leaves"	"Herbal Tea"	"Lemon"	42	130	"Utah"	40	70	40	110	46	"Decaf"
425	49	18	2013-12-01 00:00:00.000	845	71	"Small Market"	"West"	13	1	"Leaves"	"Herbal Tea"	"Lemon"	68	128	"Washington"	40	70	50	110	25	"Decaf"
959	50	20	2013-12-01 00:00:00.000	898	73	"Small Market"	"East"	14	1	"Leaves"	"Tea"	"Darjeeling"	70	131	"Connecticut"	50	70	50	120	26	"Regular"
937	21	-14	2012-10-01 00:00:00.000	480	32	"Major Market"	"Central"	5	1	"Leaves"	"Herbal Tea"	"Chamomile"	16	53	"Ohio"	0	30	30	30	16	"Decaf"
513	27	-10	2012-10-01 00:00:00.000	859	39	"Major Market"	"Central"	7	1	"Leaves"	"Herbal Tea"	"Lemon"	20	66	"Ohio"	10	30	30	40	19	"Decaf"
850	56	-4	2012-10-01 00:00:00.000	385	70	"Major Market"	"East"	21	1	"Leaves"	"Herbal Tea"	"Lemon"	16	126	"Florida"	30	30	20	60	54	"Decaf"
781	54	-7	2012-10-01 00:00:00.000	404	66	"Major Market"	"East"	20	1	"Leaves"	"Herbal Tea"	"Lemon"	13	120	"Massachusetts"	30	30	20	60	53	"Decaf"
413	21	-15	2012-10-01 00:00:00.000	480	32	"Major Market"	"East"	5	1	"Leaves"	"Tea"	"Green Tea"	15	53	"Massachusetts"	20	30	30	50	17	"Regular"
505	39	-6	2012-10-01 00:00:00.000	244	53	"Small Market"	"South"	12	1	"Beans"	"Espresso"	"Decaf Espresso"	14	92	"New Mexico"	20	30	20	50	39	"Decaf"
702	23	-13	2012-10-01 00:00:00.000	800	35	"Small Market"	"West"	6	1	"Beans"	"Espresso"	"Decaf Espresso"	17	58	"Nevada"	10	30	30	40	18	"Decaf"
563	21	-15	2012-10-01 00:00:00.000	846	31	"Small Market"	"Central"	5	1	"Beans"	"Coffee"	"Amaretto"	15	52	"Iowa"	10	30	30	40	16	"Regular"
603	25	-22	2012-10-01 00:00:00.000	209	31	"Small Market"	"East"	9	1	"Beans"	"Espresso"	"Regular Espresso"	-12	56	"New Hampshire"	10	30	10	40	43	"Regular"
405	21	-15	2012-10-01 00:00:00.000	480	32	"Small Market"	"South"	5	1	"Beans"	"Espresso"	"Caffe Mocha"	15	53	"Oklahoma"	0	30	30	30	17	"Regular"
702	0	2	2012-10-01 00:00:00.000	430	43	"Small Market"	"West"	0	1	"Beans"	"Espresso"	"Caffe Latte"	32	43	"Nevada"	0	30	30	30	11	"Regular"
603	34	-23	2012-10-01 00:00:00.000	240	43	"Small Market"	"East"	12	1	"Leaves"	"Herbal Tea"	"Lemon"	-3	77	"New Hampshire"	10	30	20	40	46	"Decaf"
505	21	-16	2012-10-01 00:00:00.000	846	31	"Small Market"	"South"	5	1	"Leaves"	"Herbal Tea"	"Chamomile"	14	52	"New Mexico"	10	30	30	40	17	"Decaf"
971	25	-13	2012-10-01 00:00:00.000	820	36	"Small Market"	"West"	7	1	"Leaves"	"Herbal Tea"	"Chamomile"	17	61	"Oregon"	10	30	30	40	19	"Decaf"
314	34	-13	2012-10-01 00:00:00.000	240	43	"Small Market"	"Central"	12	1	"Leaves"	"Tea"	"Green Tea"	-3	77	"Missouri"	10	30	10	40	46	"Regular"
603	21	-16	2012-10-01 00:00:00.000	846	31	"Small Market"	"East"	5	1	"Leaves"	"Tea"	"Darjeeling"	14	52	"New Hampshire"	20	30	30	50	17	"Regular"
435	39	-6	2012-10-01 00:00:00.000	244	53	"Small Market"	"West"	12	1	"Leaves"	"Tea"	"Earl Grey"	14	92	"Utah"	10	30	20	40	39	"Regular"
360	46	1	2012-10-01 00:00:00.000	449	67	"Small Market"	"West"	14	1	"Leaves"	"Tea"	"Earl Grey"	31	113	"Washington"	20	30	30	50	36	"Regular"
775	22	-3	2012-11-01 00:00:00.000	802	34	"Small Market"	"West"	6	1	"Beans"	"Espresso"	"Decaf Espresso"	17	56	"Nevada"	20	30	20	50	17	"Decaf"
505	34	6	2012-11-01 00:00:00.000	-522	42	"Small Market"	"South"	12	1	"Beans"	"Espresso"	"Caffe Latte"	-4	76	"New Mexico"	20	30	-10	50	46	"Regular"
253	22	-9	2012-11-01 00:00:00.000	570	30	"Small Market"	"West"	7	1	"Beans"	"Espresso"	"Caffe Latte"	11	52	"Washington"	20	30	20	50	19	"Regular"
603	33	-4	2012-11-01 00:00:00.000	243	41	"Small Market"	"East"	12	1	"Leaves"	"Herbal Tea"	"Lemon"	-4	74	"New Hampshire"	20	30	0	50	45	"Decaf"
505	29	-5	2012-11-01 00:00:00.000	1003	35	"Small Market"	"South"	8	1	"Leaves"	"Herbal Tea"	"Lemon"	5	64	"New Mexico"	20	30	10	50	30	"Decaf"
503	25	-1	2012-11-01 00:00:00.000	823	38	"Small Market"	"West"	7	1	"Leaves"	"Herbal Tea"	"Chamomile"	19	63	"Oregon"	20	30	20	50	19	"Decaf"
603	15	-12	2012-11-01 00:00:00.000	848	24	"Small Market"	"East"	4	1	"Leaves"	"Tea"	"Darjeeling"	8	39	"New Hampshire"	10	30	20	40	16	"Regular"
541	32	-2	2012-11-01 00:00:00.000	482	48	"Small Market"	"West"	8	1	"Leaves"	"Tea"	"Darjeeling"	28	80	"Oregon"	20	30	30	50	20	"Regular"
435	35	-1	2012-11-01 00:00:00.000	248	47	"Small Market"	"West"	11	1	"Leaves"	"Tea"	"Earl Grey"	9	82	"Utah"	20	30	10	50	38	"Regular"
801	34	-3	2012-11-01 00:00:00.000	211	42	"Small Market"	"West"	12	1	"Leaves"	"Tea"	"Green Tea"	-3	76	"Utah"	20	30	0	50	45	"Regular"
